"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"entrezgene"	"ensembl_gene_id"
"4116"	"chr12"	112842994	112856642	13649	"-"	"RPL6"	6128	"ENSG00000089009"
"4117"	"chr8"	74202506	74208024	5519	"-"	"RPL7"	6129	"ENSG00000147604"
"4118"	"chr9"	136215069	136218281	3213	"+"	"RPL7A"	6130	"ENSG00000148303"
"4119"	"chr8"	146015150	146017972	2823	"-"	"RPL8"	6132	"ENSG00000161016"
"4120"	"chr4"	39455744	39460568	4825	"-"	"RPL9"	6133	"ENSG00000163682"
"4121"	"chrX"	153618315	153637504	19190	"+"	"RPL10"	6134	"ENSG00000147403"
"4122"	"chr1"	24018269	24022915	4647	"+"	"RPL11"	6135	"ENSG00000142676"
"4123"	"chr9"	130209953	130213684	3732	"-"	"RPL12"	6136	"ENSG00000197958"
"4124"	"chr16"	89627065	89630950	3886	"+"	"RPL13"	6137	"ENSG00000167526"
"4125"	"chr3"	23958036	23965183	7148	"+"	"RPL15"	6138	"ENSG00000174748"
"4126"	"chr18"	47008051	47017956	9906	"-"	"RPL17-C18orf32"	6139	"ENSG00000215472"
"4127"	"chr19"	49118585	49122793	4209	"-"	"RPL18"	6141	"ENSG00000063177"
"4128"	"chr19"	17970685	17974962	4278	"+"	"RPL18A"	6142	"ENSG00000105640"
"4129"	"chr17"	37356536	37360980	4445	"+"	"RPL19"	6143	"ENSG00000108298"
"4130"	"chr13"	27825446	27830828	5383	"+"	"RPL21"	6144	"ENSG00000122026"
"4131"	"chr1"	6241329	6269449	28121	"-"	"RPL22"	6146	"ENSG00000116251"
"4132"	"chr17"	27046411	27051377	4967	"+"	"RPL23A"	6147	"ENSG00000198242"
"4133"	"chr11"	1968508	2005752	37245	"+"	"MRPL23"	6150	"ENSG00000214026"
"4134"	"chr3"	101399935	101405626	5692	"-"	"RPL24"	6152	"ENSG00000114391"
"4135"	"chr17"	8280838	8286531	5694	"-"	"RPL26"	6154	"ENSG00000161970"
"4136"	"chr17"	41150290	41154976	4687	"+"	"RPL27"	6155	"ENSG00000131469"
"4137"	"chr8"	99037079	99058697	21619	"-"	"RPL30"	6156	"ENSG00000156482"
"4138"	"chr11"	8703958	8736306	32349	"+"	"RPL27A"	6157	"ENSG00000166441"
"4139"	"chr19"	55896713	55914612	17900	"+"	"RPL28"	6158	"ENSG00000108107"
"4140"	"chr3"	52027616	52029958	2343	"-"	"RPL29"	6159	"ENSG00000162244"
"4141"	"chr2"	101618177	101640494	22318	"+"	"RPL31"	6160	"ENSG00000071082"
"4142"	"chr3"	12875984	12883087	7104	"-"	"RPL32"	6161	"ENSG00000144713"
"4143"	"chr4"	109541722	109551568	9847	"+"	"RPL34"	6164	"ENSG00000109475"
"4144"	"chr3"	197676858	197683481	6624	"+"	"RPL35A"	6165	"ENSG00000182899"
"4145"	"chr14"	50085237	50087403	2167	"-"	"RPL36AL"	6166	"ENSG00000165502"
"4146"	"chr5"	40825364	40835437	10074	"-"	"RPL37"	6167	"ENSG00000145592"
"4147"	"chr2"	217362912	217443903	80992	"+"	"RPL37A"	6168	"ENSG00000197756"
"4148"	"chr17"	72199721	72206794	7074	"+"	"RPL38"	6169	"ENSG00000172809"
"4149"	"chrX"	118920467	118925606	5140	"-"	"RPL39"	6170	"ENSG00000198918"
"4150"	"chr12"	56510370	56511727	1358	"+"	"RPL41"	6171	"ENSG00000229117"
"4151"	"chrX"	100645812	100651105	5294	"+"	"RPL36A"	6173	"ENSG00000241343"
"4152"	"chr12"	120634489	120639038	4550	"-"	"RPLP0"	6175	"ENSG00000089157"
"4153"	"chr15"	69745123	69748255	3133	"+"	"RPLP1"	6176	"ENSG00000137818"
"4154"	"chr11"	809647	812880	3234	"+"	"RPLP2"	6181	"ENSG00000177600"
"4155"	"chr17"	79670387	79674556	4170	"+"	"MRPL12"	6182	"ENSG00000262814"
"4156"	"chr19"	39421188	39423802	2615	"+"	"MRPS12"	6183	"ENSG00000128626"
"4157"	"chr3"	128338817	128399918	61102	"-"	"RPN1"	6184	"ENSG00000163902"
"4158"	"chr20"	35806813	35870022	63210	"+"	"RPN2"	6185	"ENSG00000118705"
"4159"	"chr16"	2012053	2014861	2809	"-"	"RPS2"	6187	"ENSG00000140988"
"4160"	"chr11"	75110530	75133324	22795	"+"	"RPS3"	6188	"ENSG00000149273"
"4161"	"chr15"	60060543	60061347	805	"+"	"RPS3AP6"	6189	"ENSG00000234797"
"4162"	"chrX"	71475529	71497150	21622	"-"	"RPS4X"	6191	"ENSG00000198034"
"4163"	"chrY"	2709527	2800041	90515	"+"	"RPS4Y1"	6192	"ENSG00000129824"
"4164"	"chr19"	58897767	58906173	8407	"+"	"RPS5"	6193	"ENSG00000083845"
"4165"	"chr9"	19375713	19380252	4540	"-"	"RPS6"	6194	"ENSG00000137154"
"4166"	"chr1"	26856252	26901521	45270	"+"	"RPS6KA1"	6195	"ENSG00000117676"
"4167"	"chr6"	166822852	167319939	497088	"-"	"RPS6KA2"	6196	"ENSG00000071242"
"4168"	"chrX"	20168029	20285523	117495	"-"	"RPS6KA3"	6197	"ENSG00000177189"
"4169"	"chr17"	57970447	58027925	57479	"+"	"RPS6KB1"	6198	"ENSG00000108443"
"4170"	"chr11"	67195931	67202872	6942	"+"	"RPS6KB2"	6199	"ENSG00000175634"
"4171"	"chr2"	3622795	3628509	5715	"+"	"RPS7"	6201	"ENSG00000171863"
"4172"	"chr1"	45240923	45244451	3529	"+"	"RPS8"	6202	"ENSG00000142937"
"4173"	"chr19"	54704610	54752862	48253	"+"	"RPS9"	6203	"ENSG00000170889"
"4174"	"chr6"	34385231	34393902	8672	"-"	"RPS10"	6204	"ENSG00000124614"
"4175"	"chr19"	49999622	50002946	3325	"+"	"RPS11"	6205	"ENSG00000142534"
"4176"	"chr6"	133135580	133138703	3124	"+"	"RPS12"	6206	"ENSG00000112306"
"4177"	"chr11"	17095936	17099334	3399	"-"	"RPS13"	6207	"ENSG00000110700"
"4178"	"chr5"	149822753	149829319	6567	"-"	"RPS14"	6208	"ENSG00000164587"
"4179"	"chr19"	1438358	1440583	2226	"+"	"RPS15"	6209	"ENSG00000115268"
"4180"	"chr16"	18792617	18801705	9089	"-"	"RPS15A"	6210	"ENSG00000134419"
"4181"	"chr19"	39923847	39926588	2742	"-"	"RPS16"	6217	"ENSG00000105193"
"4182"	"chr15"	82821158	82824972	3815	"-"	"RPS17"	6218	"ENSG00000184779"
"4183"	"chr6"	33239787	33244287	4501	"+"	"RPS18"	6222	"ENSG00000231500"
"4184"	"chr19"	42363988	42376994	13007	"+"	"RPS19"	6223	"ENSG00000105372"
"4185"	"chr8"	56979854	56987069	7216	"-"	"RPS20"	6224	"ENSG00000008988"
"4186"	"chr20"	60962172	60963576	1405	"+"	"RPS21"	6227	"ENSG00000171858"
"4187"	"chr5"	81569177	81574396	5220	"-"	"RPS23"	6228	"ENSG00000186468"
"4188"	"chr10"	79793518	79816570	23053	"+"	"RPS24"	6229	"ENSG00000138326"
"4189"	"chr11"	118886422	118889401	2980	"-"	"RPS25"	6230	"ENSG00000118181"
"4190"	"chr12"	56435637	56438116	2480	"+"	"RPS26"	6231	"ENSG00000197728"
"4191"	"chr1"	153963235	153964626	1392	"+"	"RPS27"	6232	"ENSG00000177954"
"4192"	"chr2"	55459039	55462989	3951	"+"	"RPS27A"	6233	"ENSG00000143947"
"4193"	"chr19"	8386042	8388224	2183	"+"	"RPS28"	6234	"ENSG00000233927"
"4194"	"chr14"	50043390	50065408	22019	"-"	"RPS29"	6235	"ENSG00000213741"
"4195"	"chr16"	66955582	66959547	3966	"-"	"RRAD"	6236	"ENSG00000166592"
"4196"	"chr19"	50138549	50143458	4910	"-"	"RRAS"	6237	"ENSG00000126458"
"4197"	"chr20"	17594323	17662940	68618	"-"	"RRBP1"	6238	"ENSG00000125844"
"4198"	"chr6"	7107830	7252213	144384	"+"	"RREB1"	6239	"ENSG00000124782"
"4199"	"chr11"	4115937	4160106	44170	"+"	"RRM1"	6240	"ENSG00000167325"
"4200"	"chr2"	10262455	10271545	9091	"+"	"RRM2"	6241	"ENSG00000171848"
"4201"	"chr2"	74652963	74669549	16587	"-"	"RTKN"	6242	"ENSG00000114993"
"4202"	"chrX"	18658030	18690229	32200	"-"	"RS1"	6247	"ENSG00000102104"
"4203"	"chr1"	15943995	15995539	51545	"+"	"DDI2"	6248	"ENSG00000197312"
"4204"	"chr12"	122755979	122907179	151201	"-"	"CLIP1"	6249	"ENSG00000130779"
"4205"	"chr10"	16632610	16859527	226918	"-"	"RSU1"	6251	"ENSG00000148484"
"4206"	"chr14"	60062694	60337684	274991	"-"	"RTN1"	6252	"ENSG00000139970"
"4207"	"chr19"	45988547	46000319	11773	"-"	"RTN2"	6253	"ENSG00000125744"
"4208"	"chr9"	137208944	137332431	123488	"+"	"RXRA"	6256	"ENSG00000186350"
"4209"	"chr6"	33161365	33168630	7266	"-"	"RXRB"	6257	"ENSG00000204231"
"4210"	"chr1"	165370159	165414433	44275	"-"	"RXRG"	6258	"ENSG00000143171"
"4211"	"chr3"	133784147	133969689	185543	"-"	"RYK"	6259	"ENSG00000163785"
"4212"	"chr19"	38924339	39078204	153866	"+"	"RYR1"	6261	"ENSG00000196218"
"4213"	"chr1"	237205505	237997288	791784	"+"	"RYR2"	6262	"ENSG00000198626"
"4214"	"chr15"	33603163	34158303	555141	"+"	"RYR3"	6263	"ENSG00000198838"
"4215"	"chr1"	153600402	153604513	4112	"+"	"S100A1"	6271	"ENSG00000160678"
"4216"	"chr1"	109852192	109940573	88382	"-"	"SORT1"	6272	"ENSG00000134243"
"4217"	"chr1"	153533584	153540366	6783	"-"	"S100A2"	6273	"ENSG00000196754"
"4218"	"chr1"	153519805	153521848	2044	"-"	"S100A3"	6274	"ENSG00000188015"
"4219"	"chr1"	153516089	153522612	6524	"-"	"S100A4"	6275	"ENSG00000196154"
"4220"	"chr1"	153509623	153514241	4619	"-"	"S100A5"	6276	"ENSG00000196420"
"4221"	"chr1"	153507075	153508720	1646	"-"	"S100A6"	6277	"ENSG00000197956"
"4222"	"chr1"	153430220	153433177	2958	"-"	"S100A7"	6278	"ENSG00000143556"
"4223"	"chr1"	153362508	153363664	1157	"-"	"S100A8"	6279	"ENSG00000143546"
"4224"	"chr1"	153330330	153333503	3174	"+"	"S100A9"	6280	"ENSG00000163220"
"4225"	"chr1"	151955391	151966866	11476	"-"	"S100A10"	6281	"ENSG00000197747"
"4226"	"chr1"	152004982	152020383	15402	"-"	"S100A11"	6282	"ENSG00000163191"
"4227"	"chr1"	153346184	153348125	1942	"-"	"S100A12"	6283	"ENSG00000163221"
"4228"	"chr1"	153591263	153606568	15306	"-"	"S100A13"	6284	"ENSG00000189171"
"4229"	"chr21"	48018875	48025121	6247	"-"	"S100B"	6285	"ENSG00000160307"
"4230"	"chr4"	6694796	6698897	4102	"+"	"S100P"	6286	"ENSG00000163993"
"4231"	"chr11"	18287721	18291524	3804	"+"	"SAA1"	6288	"ENSG00000173432"
"4232"	"chr11"	18260770	18270190	9421	"-"	"SAA2"	6289	"ENSG00000134339"
"4233"	"chr11"	18134019	18137679	3661	"-"	"SAA3P"	6290	"ENSG00000166787"
"4234"	"chr11"	18252896	18258440	5545	"-"	"SAA4"	6291	"ENSG00000148965"
"4235"	"chr6"	33218049	33239824	21776	"-"	"VPS52"	6293	"ENSG00000223501"
"4236"	"chr19"	5623046	5668489	45444	"+"	"SAFB"	6294	"ENSG00000160633"
"4237"	"chr2"	234216462	234255701	39240	"+"	"SAG"	6295	"ENSG00000130561"
"4238"	"chr16"	20621565	20808903	187339	"+"	"ACSM3"	6296	"ENSG00000005187"
"4239"	"chr14"	21989232	22005350	16119	"-"	"SALL2"	6297	"ENSG00000165821"
"4240"	"chr16"	51169886	51185278	15393	"-"	"SALL1"	6299	"ENSG00000103449"
"4241"	"chr22"	50683879	50700254	16376	"-"	"MAPK12"	6300	"ENSG00000188130"
"4242"	"chr1"	109756540	109780791	24252	"+"	"SARS"	6301	"ENSG00000031698"
"4243"	"chr12"	58131796	58143994	12199	"+"	"TSPAN31"	6302	"ENSG00000135452"
"4244"	"chrX"	23801290	23804343	3054	"+"	"SAT1"	6303	"ENSG00000130066"
"4245"	"chr3"	18386879	18487080	100202	"-"	"SATB1"	6304	"ENSG00000182568"
"4246"	"chr22"	50883429	50913454	30026	"-"	"SBF1"	6305	"ENSG00000100241"
"4247"	"chr4"	166248775	166264312	15538	"+"	"MSMO1"	6307	"ENSG00000052802"
"4248"	"chr11"	121163162	121179403	16242	"+"	"SC5D"	6309	"ENSG00000109929"
"4249"	"chr6"	16299343	16761722	462380	"-"	"ATXN1"	6310	"ENSG00000124788"
"4250"	"chr12"	111890018	112037480	147463	"-"	"ATXN2"	6311	"ENSG00000204842"
"4251"	"chr3"	63850233	63989138	138906	"+"	"ATXN7"	6314	"ENSG00000163635"
"4252"	"chr13"	70681345	70713561	32217	"+"	"ATXN8OS"	6315	"ENSG00000230223"
"4253"	"chr18"	61322431	61329197	6767	"-"	"SERPINB3"	6317	"ENSG00000057149"
"4254"	"chr18"	61304493	61311532	7040	"-"	"SERPINB4"	6318	"ENSG00000206073"
"4255"	"chr10"	102106881	102124591	17711	"+"	"SCD"	6319	"ENSG00000099194"
"4256"	"chr19"	51226586	51228974	2389	"+"	"CLEC11A"	6320	"ENSG00000105472"
"4257"	"chrX"	17755588	17773105	17518	"+"	"SCML1"	6322	"ENSG00000047634"
"4258"	"chr2"	166845670	166984523	138854	"-"	"SCN1A"	6323	"ENSG00000144285"
"4259"	"chr19"	35521588	35531352	9765	"+"	"SCN1B"	6324	"ENSG00000105711"
"4260"	"chr2"	166095912	166248818	152907	"+"	"SCN2A"	6326	"ENSG00000136531"
"4261"	"chr11"	118032666	118047388	14723	"-"	"SCN2B"	6327	"ENSG00000149575"
"4262"	"chr2"	165944032	166060577	116546	"-"	"SCN3A"	6328	"ENSG00000153253"
"4263"	"chr17"	62015914	62050278	34365	"-"	"SCN4A"	6329	"ENSG00000007314"
"4264"	"chr11"	118004092	118023603	19512	"-"	"SCN4B"	6330	"ENSG00000177098"
"4265"	"chr3"	38589548	38691164	101617	"-"	"SCN5A"	6331	"ENSG00000183873"
"4266"	"chr2"	167260083	167350757	90675	"-"	"SCN7A"	6332	"ENSG00000136546"
"4267"	"chr12"	51984050	52206648	222599	"+"	"SCN8A"	6334	"ENSG00000196876"
"4268"	"chr2"	167051695	167232503	180809	"-"	"SCN9A"	6335	"ENSG00000169432"
"4269"	"chr3"	38738293	38835501	97209	"-"	"SCN10A"	6336	"ENSG00000185313"
"4270"	"chr12"	6456009	6486896	30888	"-"	"SCNN1A"	6337	"ENSG00000111319"
"4271"	"chr16"	23289552	23392620	103069	"+"	"SCNN1B"	6338	"ENSG00000168447"
"4272"	"chr1"	1215816	1227409	11594	"+"	"SCNN1D"	6339	"ENSG00000162572"
"4273"	"chr16"	23194036	23228204	34169	"+"	"SCNN1G"	6340	"ENSG00000166828"
"4274"	"chr17"	10583654	10601692	18039	"-"	"SCO1"	6341	"ENSG00000133028"
"4275"	"chr1"	53392901	53517375	124475	"+"	"SCP2"	6342	"ENSG00000116171"
"4276"	"chr11"	626431	627143	713	"-"	"SCT"	6343	"ENSG00000070031"
"4277"	"chr2"	120197419	120282070	84652	"-"	"SCTR"	6344	"ENSG00000080293"
"4278"	"chr16"	4239375	4292081	52707	"-"	"SRL"	6345	"ENSG00000185739"
"4279"	"chr17"	32687347	32690250	2904	"-"	"CCL1"	6346	"ENSG00000108702"
"4280"	"chr17"	32582304	32584222	1919	"+"	"CCL2"	6347	"ENSG00000108691"
"4281"	"chr17"	34415602	34417515	1914	"-"	"CCL3"	6348	"ENSG00000006075"
"4282"	"chr17"	34522268	34524157	1890	"-"	"CCL3L3"	6349	"ENSG00000256515"
"4283"	"chr17"	34430983	34433014	2032	"+"	"CCL4"	6351	"ENSG00000129277"
"4284"	"chr17"	34198495	34207797	9303	"-"	"CCL5"	6352	"ENSG00000161570"
"4285"	"chr17"	32597240	32599261	2022	"+"	"CCL7"	6354	"ENSG00000108688"
"4286"	"chr17"	32646055	32648421	2367	"+"	"CCL8"	6355	"ENSG00000108700"
"4287"	"chr17"	32612687	32615353	2667	"+"	"CCL11"	6356	"ENSG00000172156"
"4288"	"chr17"	32683471	32685629	2159	"+"	"CCL13"	6357	"ENSG00000181374"
"4289"	"chr17"	34310327	34329100	18774	"-"	"CCL14"	6358	"ENSG00000213494"
"4290"	"chr17"	34310692	34328660	17969	"-"	"CCL15-CCL14"	6359	"ENSG00000161574"
"4291"	"chr17"	34303529	34308532	5004	"-"	"CCL16"	6360	"ENSG00000161573"
"4292"	"chr16"	57438679	57449974	11296	"+"	"CCL17"	6361	"ENSG00000102970"
"4293"	"chr17"	34391640	34399392	7753	"+"	"CCL18"	6362	"ENSG00000006074"
"4294"	"chr9"	34689564	34691274	1711	"-"	"CCL19"	6363	"ENSG00000172724"
"4295"	"chr2"	228678558	228682272	3715	"+"	"CCL20"	6364	"ENSG00000115009"
"4296"	"chr9"	34709002	34710121	1120	"-"	"CCL21"	6366	"ENSG00000137077"
"4297"	"chr16"	57392684	57400102	7419	"+"	"CCL22"	6367	"ENSG00000102962"
"4298"	"chr17"	34340096	34345005	4910	"-"	"CCL23"	6368	"ENSG00000167236"
"4299"	"chr7"	75440983	75452674	11692	"-"	"CCL24"	6369	"ENSG00000106178"
"4300"	"chr19"	8117651	8127534	9884	"+"	"CCL25"	6370	"ENSG00000131142"
"4301"	"chr4"	74702214	74714781	12568	"+"	"CXCL6"	6372	"ENSG00000124875"
"4302"	"chr4"	76954835	76962568	7734	"-"	"CXCL11"	6373	"ENSG00000169248"
"4303"	"chr4"	74861359	74864496	3138	"-"	"CXCL5"	6374	"ENSG00000163735"
"4304"	"chr1"	168545711	168551315	5605	"+"	"XCL1"	6375	"ENSG00000143184"
"4305"	"chr16"	57406370	57418960	12591	"+"	"CX3CL1"	6376	"ENSG00000006210"
"4306"	"chr2"	20400558	20425194	24637	"-"	"SDC1"	6382	"ENSG00000115884"
"4307"	"chr8"	97505579	97624000	118422	"+"	"SDC2"	6383	"ENSG00000169439"
"4308"	"chr20"	43953928	43977064	23137	"-"	"SDC4"	6385	"ENSG00000124145"
"4309"	"chr8"	59465483	59495419	29937	"+"	"SDCBP"	6386	"ENSG00000137575"
"4310"	"chr10"	44793038	44881941	88904	"-"	"CXCL12"	6387	"ENSG00000107562"
"4311"	"chr17"	26975374	26989207	13834	"-"	"SDF2"	6388	"ENSG00000132581"
"4312"	"chr5"	218356	256815	38460	"+"	"SDHA"	6389	"ENSG00000073578"
"4313"	"chr1"	17345217	17380665	35449	"-"	"SDHB"	6390	"ENSG00000117118"
"4314"	"chr1"	161284047	161332984	48938	"+"	"SDHC"	6391	"ENSG00000143252"
"4315"	"chr11"	111957497	111990353	32857	"+"	"SDHD"	6392	"ENSG00000204370"
"4316"	"chr3"	10334815	10362862	28048	"-"	"SEC13"	6396	"ENSG00000157020"
"4317"	"chr17"	75082798	75213179	130382	"+"	"SEC14L1"	6397	"ENSG00000129657"
"4318"	"chr17"	80278900	80291950	13051	"-"	"SECTM1"	6398	"ENSG00000141574"
"4319"	"chr19"	57874879	57876721	1843	"+"	"TRAPPC2P1"	6399	"ENSG00000256060"
"4320"	"chr14"	81937893	82000205	62313	"-"	"SEL1L"	6400	"ENSG00000071537"
"4321"	"chr1"	169691781	169733846	42066	"-"	"SELE"	6401	"ENSG00000007908"
"4322"	"chr1"	169659808	169680839	21032	"-"	"SELL"	6402	"ENSG00000188404"
"4323"	"chr1"	169558087	169599431	41345	"-"	"SELP"	6403	"ENSG00000174175"
"4324"	"chr12"	109015686	109027735	12050	"-"	"SELPLG"	6404	"ENSG00000110876"
"4325"	"chr3"	50192478	50226508	34031	"+"	"SEMA3F"	6405	"ENSG00000001617"
"4326"	"chr20"	43835638	43838413	2776	"+"	"SEMG1"	6406	"ENSG00000124233"
"4327"	"chr20"	43849941	43853099	3159	"+"	"SEMG2"	6407	"ENSG00000124157"
"4328"	"chr5"	42799982	42887494	87513	"-"	"SEPP1"	6414	"ENSG00000250722"
"4329"	"chr19"	48281829	48287943	6115	"+"	"SEPW1"	6415	"ENSG00000178980"
"4330"	"chr17"	11924141	12047147	123007	"+"	"MAP2K4"	6416	"ENSG00000065559"
"4331"	"chr9"	131445703	131458679	12977	"+"	"SET"	6418	"ENSG00000119335"
"4332"	"chr3"	4344988	4359251	14264	"+"	"SETMAR"	6419	"ENSG00000170364"
"4333"	"chr1"	35641979	35658749	16771	"-"	"SFPQ"	6421	"ENSG00000116560"
"4334"	"chr8"	41119481	41167016	47536	"-"	"SFRP1"	6422	"ENSG00000104332"
"4335"	"chr4"	154701744	154710272	8529	"-"	"SFRP2"	6423	"ENSG00000145423"
"4336"	"chr7"	37945543	38065297	119755	"-"	"SFRP4"	6424	"ENSG00000106483"
"4337"	"chr10"	99526508	99531709	5202	"-"	"SFRP5"	6425	"ENSG00000120057"
"4338"	"chr17"	56080721	56084707	3987	"-"	"SRSF1"	6426	"ENSG00000136450"
"4339"	"chr17"	74730197	74733456	3260	"-"	"SRSF2"	6427	"ENSG00000161547"
"4340"	"chr6"	36562145	36573377	11233	"+"	"SRSF3"	6428	"ENSG00000112081"
"4341"	"chr1"	29474255	29508499	34245	"-"	"SRSF4"	6429	"ENSG00000116350"
"4342"	"chr14"	70193617	70238722	45106	"+"	"SRSF5"	6430	"ENSG00000100650"
"4343"	"chr20"	42086568	42092245	5678	"+"	"SRSF6"	6431	"ENSG00000124193"
"4344"	"chr2"	38970741	38978636	7896	"-"	"SRSF7"	6432	"ENSG00000115875"
"4345"	"chr12"	132195626	132284282	88657	"+"	"SFSWAP"	6433	"ENSG00000061936"
"4346"	"chr3"	185633694	185655924	22231	"-"	"TRA2B"	6434	"ENSG00000136527"
"4347"	"chr2"	85884437	85895864	11428	"-"	"SFTPB"	6439	"ENSG00000168878"
"4348"	"chr8"	22014426	22021992	7567	"+"	"SFTPC"	6440	"ENSG00000168484"
"4349"	"chr10"	81697496	81742370	44875	"-"	"SFTPD"	6441	"ENSG00000133661"
"4350"	"chr17"	48241575	48253292	11718	"+"	"SGCA"	6442	"ENSG00000108823"
"4351"	"chr4"	52886872	52904648	17777	"-"	"SGCB"	6443	"ENSG00000163069"
"4352"	"chr5"	155297354	156194799	897446	"+"	"SGCD"	6444	"ENSG00000170624"
"4353"	"chr13"	23755091	23899304	144214	"+"	"SGCG"	6445	"ENSG00000102683"
"4354"	"chr6"	134490384	134639250	148867	"-"	"SGK1"	6446	"ENSG00000118515"
"4355"	"chr15"	32933877	32989299	55423	"+"	"SCG5"	6447	"ENSG00000166922"
"4356"	"chr17"	78180515	78194722	14208	"-"	"SGSH"	6448	"ENSG00000181523"
"4357"	"chr19"	2754712	2783369	28658	"-"	"SGTA"	6449	"ENSG00000104969"
"4358"	"chr21"	40817781	40887433	69653	"+"	"SH3BGR"	6450	"ENSG00000185437"
"4359"	"chrX"	80457442	80554046	96605	"+"	"SH3BGRL"	6451	"ENSG00000131171"
"4360"	"chr4"	2794750	2842825	48076	"+"	"SH3BP2"	6452	"ENSG00000087266"
"4361"	"chr21"	35014706	35272165	257460	"+"	"ITSN1"	6453	"ENSG00000205726"
"4362"	"chr19"	4360367	4400544	40178	"-"	"SH3GL1"	6455	"ENSG00000141985"
"4363"	"chr9"	17579080	17797127	218048	"+"	"SH3GL2"	6456	"ENSG00000107295"
"4364"	"chr15"	84115980	84287495	171516	"+"	"SH3GL3"	6457	"ENSG00000140600"
"4365"	"chr9"	37919131	38069210	150080	"-"	"SHB"	6461	"ENSG00000107338"
"4366"	"chr17"	7517382	7536700	19319	"+"	"SHBG"	6462	"ENSG00000129214"
"4367"	"chr1"	154934774	154946871	12098	"-"	"SHC1"	6464	"ENSG00000160691"
"4368"	"chr10"	103370423	103455052	84630	"-"	"FBXW4"	6468	"ENSG00000107829"
"4369"	"chr7"	155592680	155604967	12288	"-"	"SHH"	6469	"ENSG00000164690"
"4370"	"chr17"	18231187	18266856	35670	"-"	"SHMT1"	6470	"ENSG00000176974"
"4371"	"chr12"	57623110	57628718	5609	"+"	"SHMT2"	6472	"ENSG00000182199"
"4372"	"chrX"	585079	620146	35068	"+"	"SHOX"	6473	"ENSG00000185960"
"4373"	"chr3"	157814948	157824292	9345	"-"	"SHOX2"	6474	"ENSG00000168779"
"4374"	"chr3"	164696686	164796283	99598	"-"	"SI"	6476	"ENSG00000090402"
"4375"	"chr16"	48390275	48482313	92039	"-"	"SIAH1"	6477	"ENSG00000196470"
"4376"	"chr3"	150458914	150481264	22351	"-"	"SIAH2"	6478	"ENSG00000181788"
"4377"	"chr3"	186648274	186796341	148068	"+"	"ST6GAL1"	6480	"ENSG00000073849"
"4378"	"chr8"	134467091	134584183	117093	"-"	"ST3GAL1"	6482	"ENSG00000008513"
"4379"	"chr16"	70413338	70473140	59803	"-"	"ST3GAL2"	6483	"ENSG00000157350"
"4380"	"chr11"	126225535	126310239	84705	"+"	"ST3GAL4"	6484	"ENSG00000110080"
"4381"	"chr1"	44171495	44396831	225337	"+"	"ST3GAL3"	6487	"ENSG00000126091"
"4382"	"chr12"	22216707	22589975	373269	"-"	"ST8SIA1"	6489	"ENSG00000111728"
"4383"	"chr12"	56347889	56367101	19213	"-"	"PMEL"	6490	"ENSG00000185664"
"4384"	"chr1"	47715811	47779819	64009	"-"	"STIL"	6491	"ENSG00000123473"
"4385"	"chr6"	100832891	100912805	79915	"-"	"SIM1"	6492	"ENSG00000112246"
"4386"	"chr21"	38071433	38122218	50786	"+"	"SIM2"	6493	"ENSG00000159263"
"4387"	"chr11"	65405568	65418401	12834	"+"	"SIPA1"	6494	"ENSG00000213445"
"4388"	"chr14"	61110133	61124977	14845	"-"	"SIX1"	6495	"ENSG00000126778"
"4389"	"chr2"	45168902	45173216	4315	"+"	"SIX3"	6496	"ENSG00000138083"
"4390"	"chr1"	2160134	2241558	81425	"+"	"SKI"	6497	"ENSG00000157933"
"4391"	"chr3"	170075466	170114623	39158	"+"	"SKIL"	6498	"ENSG00000136603"
"4392"	"chr6"	31926857	31937532	10676	"+"	"SKIV2L"	6499	"ENSG00000204351"
"4393"	"chr5"	133484633	133512729	28097	"-"	"SKP1"	6500	"ENSG00000113558"
"4394"	"chr5"	36152091	36184421	32331	"+"	"SKP2"	6502	"ENSG00000145604"
"4395"	"chr8"	134048973	134115298	66326	"-"	"SLA"	6503	"ENSG00000155926"
"4396"	"chr1"	160577890	160617085	39196	"-"	"SLAMF1"	6504	"ENSG00000117090"
"4397"	"chr9"	4490444	4587469	97026	"+"	"SLC1A1"	6505	"ENSG00000106688"
"4398"	"chr11"	35272753	35441610	168858	"-"	"SLC1A2"	6506	"ENSG00000110436"
"4399"	"chr5"	36606457	36688436	81980	"+"	"SLC1A3"	6507	"ENSG00000079215"
"4400"	"chr2"	220492049	220506702	14654	"+"	"SLC4A3"	6508	"ENSG00000114923"
"4401"	"chr2"	65215611	65250999	35389	"+"	"SLC1A4"	6509	"ENSG00000115902"
"4402"	"chr19"	47278140	47291851	13712	"-"	"SLC1A5"	6510	"ENSG00000105281"
"4403"	"chr19"	15060846	15133802	72957	"-"	"SLC1A6"	6511	"ENSG00000105143"
"4404"	"chr1"	53552855	53608289	55435	"-"	"SLC1A7"	6512	"ENSG00000162383"
"4405"	"chr1"	43391052	43424530	33479	"-"	"SLC2A1"	6513	"ENSG00000117394"
"4406"	"chr3"	170714137	170744539	30403	"-"	"SLC2A2"	6514	"ENSG00000163581"
"4407"	"chr12"	8071826	8088871	17046	"-"	"SLC2A3"	6515	"ENSG00000059804"
"4408"	"chr17"	7184986	7191576	6591	"+"	"SLC2A4"	6517	"ENSG00000181856"
